time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,precipAccumulation,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
2014-07-25T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-07-25T10:42:17Z,2014-07-26T01:28:14Z,0.96,0.0152,0.3099,2014-07-25T11:00:00Z,0.52,rain,NA,16.38,2014-07-25T09:00:00Z,21.49,2014-07-25T21:00:00Z,16.38,2014-07-25T09:00:00Z,21.49,2014-07-25T21:00:00Z,13.84,0.72,3.71,187,15.96,0.26,1014.3
2014-07-26T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-07-26T10:43:18Z,2014-07-27T01:27:15Z,0.98,0,0,NA,0,NA,NA,18.5,2014-07-26T07:00:00Z,26.72,2014-07-27T00:00:00Z,18.5,2014-07-26T07:00:00Z,28.34,2014-07-27T00:00:00Z,18.16,0.77,1.55,234,15.27,0.22,1010.18
2014-07-27T05:00:00Z,"Light rain starting in the afternoon, continuing until evening.",rain,2014-07-27T10:44:18Z,2014-07-28T01:26:14Z,0.03,0.0356,0.3353,2014-07-27T21:00:00Z,0.53,rain,NA,17.62,2014-07-28T04:00:00Z,25.5,2014-07-27T16:00:00Z,17.62,2014-07-28T04:00:00Z,25.5,2014-07-27T16:00:00Z,16.23,0.73,3.57,304,14.6,0.21,1008.74
2014-07-28T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-07-28T10:45:20Z,2014-07-29T01:25:12Z,0.06,0,0,NA,0,NA,NA,12.62,2014-07-28T11:00:00Z,23.11,2014-07-28T21:00:00Z,12.62,2014-07-28T11:00:00Z,23.11,2014-07-28T21:00:00Z,10.39,0.63,3.71,336,16.06,0.18,1018.49
2014-07-29T05:00:00Z,Drizzle in the evening.,rain,2014-07-29T10:46:22Z,2014-07-30T01:24:08Z,0.09,0.0178,0.1803,2014-07-30T02:00:00Z,0.34,rain,NA,14.36,2014-07-29T10:00:00Z,25.89,2014-07-29T21:00:00Z,14.36,2014-07-29T10:00:00Z,25.89,2014-07-29T21:00:00Z,12.32,0.65,2.73,307,15.92,0.24,1017.07
2014-07-30T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-07-30T10:47:25Z,2014-07-31T01:23:02Z,0.12,0.0229,0.0991,2014-07-30T08:00:00Z,0.14,rain,NA,13.86,2014-07-30T11:00:00Z,24.89,2014-07-30T21:00:00Z,13.86,2014-07-30T11:00:00Z,24.89,2014-07-30T21:00:00Z,12.78,0.7,1.86,315,15.95,0.17,1016.83
2014-07-31T05:00:00Z,Clear throughout the day.,clear-day,2014-07-31T10:48:28Z,2014-08-01T01:21:55Z,0.15,0,0,NA,0,NA,NA,16.11,2014-07-31T11:00:00Z,27.55,2014-07-31T21:00:00Z,16.11,2014-07-31T11:00:00Z,27.45,2014-07-31T21:00:00Z,13.99,0.64,2.95,269,16.09,0.06,1016.05
2014-08-01T05:00:00Z,Heavy rain in the evening.,rain,2014-08-01T10:49:31Z,2014-08-02T01:20:46Z,0.18,0.5639,9.9416,2014-08-01T23:00:00Z,0.88,rain,NA,14.56,2014-08-01T11:00:00Z,29.01,2014-08-01T21:00:00Z,14.56,2014-08-01T11:00:00Z,28.66,2014-08-01T21:00:00Z,14.1,0.71,1.14,259,14.89,0.12,1017.76
2014-08-02T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-08-02T10:50:35Z,2014-08-03T01:19:36Z,0.21,0.0076,0.1829,2014-08-02T23:00:00Z,0.34,rain,NA,13.45,2014-08-02T11:00:00Z,28.46,2014-08-02T21:00:00Z,13.45,2014-08-02T11:00:00Z,28.61,2014-08-02T21:00:00Z,15.07,0.71,0.68,259,13.84,0.08,1019.91
2014-08-03T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-08-03T10:51:39Z,2014-08-04T01:18:24Z,0.24,0.0051,0.094,2014-08-03T19:00:00Z,0.13,rain,NA,16.34,2014-08-03T11:00:00Z,28.48,2014-08-03T20:00:00Z,16.34,2014-08-03T11:00:00Z,28.65,2014-08-03T20:00:00Z,16.72,0.7,2.44,248,13.79,0.23,1019
2014-08-04T05:00:00Z,"Heavy rain starting in the afternoon, continuing until evening.",rain,2014-08-04T10:52:44Z,2014-08-05T01:17:10Z,0.28,0.9906,9.9695,2014-08-04T20:00:00Z,0.88,rain,NA,17.51,2014-08-04T10:00:00Z,26.21,2014-08-04T17:00:00Z,17.51,2014-08-04T10:00:00Z,26.21,2014-08-04T17:00:00Z,17.37,0.84,0.8,173,12.67,0.22,1018.1
2014-08-05T05:00:00Z,Foggy in the morning.,fog,2014-08-05T10:53:49Z,2014-08-06T01:15:55Z,0.31,0,0.0254,2014-08-05T05:00:00Z,0,NA,NA,17.51,2014-08-05T10:00:00Z,25.57,2014-08-05T22:00:00Z,17.51,2014-08-05T10:00:00Z,25.57,2014-08-05T22:00:00Z,17.12,0.82,1.41,24,10.49,0.29,1017.85
2014-08-06T05:00:00Z,Partly cloudy starting in the evening.,partly-cloudy-night,2014-08-06T10:54:54Z,2014-08-07T01:14:39Z,0.35,0,0,NA,0,NA,NA,14.18,2014-08-06T11:00:00Z,26.61,2014-08-06T22:00:00Z,14.18,2014-08-06T11:00:00Z,26.61,2014-08-06T22:00:00Z,14.14,0.7,0.77,91,12.38,0.19,1018.19
2014-08-07T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-08-07T10:55:59Z,2014-08-08T01:13:21Z,0.38,0,0,NA,0,NA,NA,13.66,2014-08-07T11:00:00Z,26.6,2014-08-07T20:00:00Z,13.66,2014-08-07T11:00:00Z,26.6,2014-08-07T20:00:00Z,13.06,0.66,2.9,94,16.01,0.2,1018.6
2014-08-08T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-08-08T10:57:04Z,2014-08-09T01:12:02Z,0.42,0,0,NA,0,NA,NA,14.37,2014-08-08T11:00:00Z,27.5,2014-08-08T20:00:00Z,14.37,2014-08-08T11:00:00Z,27.38,2014-08-08T20:00:00Z,13.21,0.64,2.95,90,16.09,0.15,1018.64
2014-08-09T05:00:00Z,Clear throughout the day.,clear-day,2014-08-09T10:58:10Z,2014-08-10T01:10:41Z,0.46,0,0,NA,0,NA,NA,15.65,2014-08-10T04:00:00Z,26.61,2014-08-09T19:00:00Z,15.65,2014-08-10T04:00:00Z,26.61,2014-08-09T19:00:00Z,13.78,0.67,2.61,73,15.72,0.13,1019.32
2014-08-10T05:00:00Z,Clear throughout the day.,clear-day,2014-08-10T10:59:16Z,2014-08-11T01:09:20Z,0.49,0,0,NA,0,NA,NA,15.16,2014-08-10T09:00:00Z,26.66,2014-08-10T20:00:00Z,15.16,2014-08-10T09:00:00Z,26.66,2014-08-10T20:00:00Z,14.84,0.71,1.73,68,15.63,0.19,1017.54
2014-08-11T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-08-11T11:00:22Z,2014-08-12T01:07:56Z,0.54,0.0127,0.3099,2014-08-11T21:00:00Z,0.52,rain,NA,16.78,2014-08-11T11:00:00Z,26.88,2014-08-11T20:00:00Z,16.78,2014-08-11T11:00:00Z,27.4,2014-08-11T20:00:00Z,16.23,0.76,2.39,319,15.66,0.25,1011.97
2014-08-12T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-08-12T11:01:28Z,2014-08-13T01:06:32Z,0.57,0.0076,0.0991,2014-08-12T14:00:00Z,0.14,rain,NA,14.89,2014-08-12T12:00:00Z,23.56,2014-08-12T22:00:00Z,14.89,2014-08-12T12:00:00Z,23.56,2014-08-12T22:00:00Z,11.96,0.68,4.81,330,16,0.33,1012.56
2014-08-13T05:00:00Z,Partly cloudy until evening.,partly-cloudy-day,2014-08-13T11:02:34Z,2014-08-14T01:05:06Z,0.61,0,0,NA,0,NA,NA,12.93,2014-08-13T10:00:00Z,26.51,2014-08-13T22:00:00Z,12.93,2014-08-13T10:00:00Z,26.51,2014-08-13T22:00:00Z,12.84,0.66,2.71,308,16.09,0.24,1016.1
2014-08-14T05:00:00Z,Clear throughout the day.,clear-day,2014-08-14T11:03:40Z,2014-08-15T01:03:39Z,0.65,0,0,NA,0,NA,NA,11.17,2014-08-14T11:00:00Z,22.55,2014-08-14T21:00:00Z,11.17,2014-08-14T11:00:00Z,22.55,2014-08-14T21:00:00Z,10.06,0.68,1.61,38,16.08,0.09,1019.11
2014-08-15T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-08-15T11:04:47Z,2014-08-16T01:02:11Z,0.68,0,0,NA,0,NA,NA,9.46,2014-08-15T11:00:00Z,26.04,2014-08-15T20:00:00Z,7.54,2014-08-15T11:00:00Z,26.04,2014-08-15T20:00:00Z,11.99,0.69,2.92,207,16.09,0.17,1016.37
2014-08-16T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-08-16T11:05:53Z,2014-08-17T01:00:42Z,0.72,0,0,NA,0,NA,NA,17.25,2014-08-16T10:00:00Z,28.39,2014-08-16T22:00:00Z,17.25,2014-08-16T10:00:00Z,29.78,2014-08-16T22:00:00Z,17.82,0.76,2.2,232,14.31,0.22,1012.05
2014-08-17T05:00:00Z,Partly cloudy in the evening.,partly-cloudy-day,2014-08-17T11:06:59Z,2014-08-18T00:59:12Z,0.75,0,0.0254,2014-08-17T09:00:00Z,0,NA,NA,17.06,2014-08-17T12:00:00Z,24.94,2014-08-17T22:00:00Z,17.06,2014-08-17T12:00:00Z,24.94,2014-08-17T22:00:00Z,16.31,0.78,3.02,71,15.42,0.29,1014.86
2014-08-18T05:00:00Z,Rain overnight.,rain,2014-08-18T11:08:05Z,2014-08-19T00:57:40Z,0.79,0,0,NA,0,NA,NA,15.49,2014-08-18T10:00:00Z,27.82,2014-08-18T20:00:00Z,15.49,2014-08-18T10:00:00Z,29.03,2014-08-18T20:00:00Z,16.96,0.77,2.64,178,14.48,0.23,1010.49
2014-08-19T05:00:00Z,Light rain in the morning.,rain,2014-08-19T11:09:12Z,2014-08-20T00:56:08Z,0.82,0.2794,3.8735,2014-08-19T06:00:00Z,0.81,rain,NA,19.08,2014-08-19T11:00:00Z,27.38,2014-08-19T20:00:00Z,19.08,2014-08-19T11:00:00Z,28.26,2014-08-19T20:00:00Z,17.98,0.76,2.51,263,15.05,0.25,1005.58
2014-08-20T05:00:00Z,Clear throughout the day.,clear-day,2014-08-20T11:10:18Z,2014-08-21T00:54:34Z,0.85,0,0,NA,0,NA,NA,16.57,2014-08-20T11:00:00Z,29.27,2014-08-20T21:00:00Z,16.57,2014-08-20T11:00:00Z,30.12,2014-08-20T21:00:00Z,17.68,0.74,1.96,258,15.5,0.07,1010.55
2014-08-21T05:00:00Z,Heavy rain until afternoon.,rain,2014-08-21T11:11:24Z,2014-08-22T00:53:00Z,0.88,0.3886,6.3373,2014-08-21T16:00:00Z,0.85,rain,NA,19.89,2014-08-21T07:00:00Z,24.73,2014-08-21T23:00:00Z,19.89,2014-08-21T07:00:00Z,24.73,2014-08-21T23:00:00Z,20.39,0.9,2.12,156,13.73,0.2,1012.74
2014-08-22T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-08-22T11:12:30Z,2014-08-23T00:51:25Z,0.91,0.0051,0.1041,2014-08-22T07:00:00Z,0.15,rain,NA,21.91,2014-08-22T07:00:00Z,30.94,2014-08-22T22:00:00Z,21.91,2014-08-22T07:00:00Z,34.48,2014-08-22T22:00:00Z,22.38,0.83,1.25,162,10.56,0.2,1012.92
2014-08-23T05:00:00Z,Light rain in the afternoon.,rain,2014-08-23T11:13:36Z,2014-08-24T00:49:48Z,0.94,0.0406,0.4953,2014-08-23T19:00:00Z,0.58,rain,NA,22.68,2014-08-24T04:00:00Z,25.57,2014-08-23T22:00:00Z,22.68,2014-08-24T04:00:00Z,25.57,2014-08-23T22:00:00Z,22.26,0.91,2.44,112,8.59,0.33,1014.5
2014-08-24T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-08-24T11:14:42Z,2014-08-25T00:48:11Z,0.97,0,0,NA,0,NA,NA,21.28,2014-08-24T11:00:00Z,29.83,2014-08-24T21:00:00Z,21.28,2014-08-24T11:00:00Z,34.23,2014-08-24T21:00:00Z,21.67,0.82,3.55,134,14.1,0.36,1014.58
2014-08-25T05:00:00Z,Heavy rain in the morning and afternoon.,rain,2014-08-25T11:15:48Z,2014-08-26T00:46:33Z,0.99,1.0871,6.6319,2014-08-25T13:00:00Z,0.86,rain,NA,20.51,2014-08-25T14:00:00Z,25.62,2014-08-25T11:00:00Z,20.51,2014-08-25T14:00:00Z,25.62,2014-08-25T11:00:00Z,21.04,0.87,2.26,187,12.78,0.17,1014.95
2014-08-26T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2014-08-26T11:16:54Z,2014-08-27T00:44:54Z,0.03,0.0076,0.0787,2014-08-26T14:00:00Z,0.1,rain,NA,17.59,2014-08-27T04:00:00Z,25.13,2014-08-26T21:00:00Z,17.59,2014-08-27T04:00:00Z,25.13,2014-08-26T21:00:00Z,16.26,0.75,1.69,333,15.96,0.23,1018.63
2014-08-27T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-night,2014-08-27T11:18:00Z,2014-08-28T00:43:14Z,0.06,0,0,NA,0,NA,NA,15.72,2014-08-27T11:00:00Z,24.4,2014-08-27T22:00:00Z,15.72,2014-08-27T11:00:00Z,24.4,2014-08-27T22:00:00Z,14.74,0.74,1.27,15,16.08,0.16,1020.83
2014-08-28T05:00:00Z,Partly cloudy until afternoon.,partly-cloudy-day,2014-08-28T11:19:05Z,2014-08-29T00:41:34Z,0.1,0,0.0229,2014-08-29T04:00:00Z,0,NA,NA,14.16,2014-08-28T11:00:00Z,23.32,2014-08-28T19:00:00Z,14.16,2014-08-28T11:00:00Z,23.32,2014-08-28T19:00:00Z,14.39,0.76,2.96,123,14.4,0.24,1019.03
2014-08-29T05:00:00Z,Rain in the morning and overnight.,rain,2014-08-29T11:20:11Z,2014-08-30T00:39:53Z,0.13,0.0914,0.9119,2014-08-29T11:00:00Z,0.66,rain,NA,17.91,2014-08-29T05:00:00Z,29.16,2014-08-29T21:00:00Z,17.91,2014-08-29T05:00:00Z,31.48,2014-08-29T21:00:00Z,19.27,0.78,4.41,172,14.4,0.24,1011.95
2014-08-30T05:00:00Z,Light rain until afternoon.,rain,2014-08-30T11:21:16Z,2014-08-31T00:38:11Z,0.16,0.1727,1.4732,2014-08-30T07:00:00Z,0.72,rain,NA,19.83,2014-08-31T04:00:00Z,26.56,2014-08-30T22:00:00Z,19.83,2014-08-31T04:00:00Z,26.56,2014-08-30T22:00:00Z,19.29,0.81,3,221,15.11,0.34,1008.89
2014-08-31T05:00:00Z,Foggy in the morning.,fog,2014-08-31T11:22:22Z,2014-09-01T00:36:28Z,0.19,0,0,NA,0,NA,NA,16.04,2014-08-31T11:00:00Z,28.82,2014-08-31T20:00:00Z,16.04,2014-08-31T11:00:00Z,29.94,2014-08-31T20:00:00Z,18.22,0.77,2.98,192,12.02,0.2,1011.54
2014-09-01T05:00:00Z,Light rain in the evening.,rain,2014-09-01T11:23:27Z,2014-09-02T00:34:45Z,0.23,0.0635,1.2471,2014-09-01T22:00:00Z,0.7,rain,NA,18.63,2014-09-02T03:00:00Z,25.61,2014-09-01T20:00:00Z,18.63,2014-09-02T03:00:00Z,25.61,2014-09-01T20:00:00Z,17.84,0.77,3.03,226,15.88,0.21,1007.04
2014-09-02T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-02T11:24:32Z,2014-09-03T00:33:01Z,0.26,0,0,NA,0,NA,NA,13.94,2014-09-02T11:00:00Z,25.54,2014-09-02T22:00:00Z,13.94,2014-09-02T11:00:00Z,25.54,2014-09-02T22:00:00Z,14.5,0.75,2.5,262,15.06,0.14,1012.01
2014-09-03T05:00:00Z,Clear throughout the day.,clear-day,2014-09-03T11:25:37Z,2014-09-04T00:31:16Z,0.3,0,0,NA,0,NA,NA,14.01,2014-09-03T12:00:00Z,27.72,2014-09-03T21:00:00Z,14.01,2014-09-03T12:00:00Z,28.21,2014-09-03T21:00:00Z,15.34,0.7,3.57,187,15.88,0.13,1013.94
2014-09-04T05:00:00Z,Rain in the morning.,rain,2014-09-04T11:26:42Z,2014-09-05T00:29:31Z,0.34,0.541,4.2494,2014-09-04T12:00:00Z,0.82,rain,NA,19.99,2014-09-04T12:00:00Z,28.56,2014-09-04T22:00:00Z,19.99,2014-09-04T12:00:00Z,30.63,2014-09-04T22:00:00Z,19.82,0.78,5.06,186,15.03,0.27,1011.04
2014-09-05T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-09-05T11:27:47Z,2014-09-06T00:27:46Z,0.37,0.0076,0.1194,2014-09-05T11:00:00Z,0.19,rain,NA,15.84,2014-09-06T04:00:00Z,26.12,2014-09-05T07:00:00Z,15.84,2014-09-06T04:00:00Z,26.12,2014-09-05T07:00:00Z,16.85,0.73,2.26,295,16.08,0.26,1014.48
2014-09-06T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-06T11:28:52Z,2014-09-07T00:26:00Z,0.41,0,0,NA,0,NA,NA,11.22,2014-09-06T12:00:00Z,23.17,2014-09-06T21:00:00Z,11.22,2014-09-06T12:00:00Z,23.17,2014-09-06T21:00:00Z,10.53,0.69,2.45,304,16.09,0.13,1021.24
2014-09-07T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-09-07T11:29:57Z,2014-09-08T00:24:13Z,0.45,0,0,NA,0,NA,NA,10.51,2014-09-07T11:00:00Z,25.27,2014-09-07T21:00:00Z,10.51,2014-09-07T11:00:00Z,25.27,2014-09-07T21:00:00Z,11.13,0.69,1.72,241,15.8,0.14,1021.31
2014-09-08T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-08T11:31:02Z,2014-09-09T00:22:26Z,0.48,0,0,NA,0,NA,NA,13.64,2014-09-08T12:00:00Z,23.56,2014-09-08T19:00:00Z,13.64,2014-09-08T12:00:00Z,23.56,2014-09-08T19:00:00Z,12.07,0.68,3.51,177,16.09,0.14,1017.73
2014-09-09T05:00:00Z,Partly cloudy overnight.,partly-cloudy-night,2014-09-09T11:32:07Z,2014-09-10T00:20:39Z,0.53,0.0025,0.0787,2014-09-10T04:00:00Z,0.1,rain,NA,15.29,2014-09-09T10:00:00Z,25.59,2014-09-09T19:00:00Z,15.29,2014-09-09T10:00:00Z,25.59,2014-09-09T19:00:00Z,15.25,0.72,2.67,166,16.08,0.17,1012.66
2014-09-10T05:00:00Z,Rain in the morning.,rain,2014-09-10T11:33:11Z,2014-09-11T00:18:52Z,0.56,0.2464,1.5545,2014-09-10T13:00:00Z,0.73,rain,NA,10,2014-09-11T04:00:00Z,23.61,2014-09-10T18:00:00Z,7.38,2014-09-11T04:00:00Z,23.61,2014-09-10T18:00:00Z,15.92,0.87,1.44,269,13.73,NA,1003.73
2014-09-11T05:00:00Z,Partly cloudy in the evening.,partly-cloudy-night,2014-09-11T11:34:16Z,2014-09-12T00:17:04Z,0.6,0.0102,0.2616,2014-09-11T16:00:00Z,0.49,rain,NA,7.67,2014-09-11T10:00:00Z,11.62,2014-09-11T19:00:00Z,4.67,2014-09-11T10:00:00Z,11.62,2014-09-11T19:00:00Z,5.08,0.74,3.65,351,16.08,0.57,1021.44
2014-09-12T05:00:00Z,Light rain until evening.,rain,2014-09-12T11:35:21Z,2014-09-13T00:15:15Z,0.63,0.1067,0.8255,2014-09-12T15:00:00Z,0.65,rain,NA,4.07,2014-09-13T04:00:00Z,8.01,2014-09-12T05:00:00Z,2.58,2014-09-13T04:00:00Z,8.01,2014-09-12T05:00:00Z,5.2,0.89,2.44,355,15.22,0.33,1028.17
2014-09-13T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-09-13T11:36:26Z,2014-09-14T00:13:27Z,0.67,0,0,NA,0,NA,NA,3.83,2014-09-13T12:00:00Z,13.77,2014-09-13T21:00:00Z,1.74,2014-09-13T12:00:00Z,13.77,2014-09-13T21:00:00Z,3.32,0.75,1.22,313,15.59,0.24,1027.6
2014-09-14T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-09-14T11:37:30Z,2014-09-15T00:11:38Z,0.7,0,0,NA,0,NA,NA,4.88,2014-09-14T05:00:00Z,18.72,2014-09-14T21:00:00Z,2.8,2014-09-14T07:00:00Z,18.72,2014-09-14T21:00:00Z,5.86,0.68,3.31,205,15.98,0.2,1023.76
2014-09-15T05:00:00Z,Light rain until afternoon.,rain,2014-09-15T11:38:35Z,2014-09-16T00:09:49Z,0.74,0.1219,1.1659,2014-09-15T19:00:00Z,0.69,rain,NA,7.84,2014-09-16T02:00:00Z,13.46,2014-09-15T23:00:00Z,6.31,2014-09-16T03:00:00Z,13.46,2014-09-15T23:00:00Z,8.78,0.84,1.1,329,14.71,0.21,1020.94
2014-09-16T05:00:00Z,Clear throughout the day.,clear-day,2014-09-16T11:39:40Z,2014-09-17T00:08:00Z,0.77,0,0,NA,0,NA,NA,3.68,2014-09-16T11:00:00Z,18.16,2014-09-16T21:00:00Z,1.58,2014-09-16T11:00:00Z,18.16,2014-09-16T21:00:00Z,5.14,0.73,1.57,283,14.84,0.09,1021.8
2014-09-17T05:00:00Z,"Partly cloudy starting in the afternoon, continuing until evening.",partly-cloudy-day,2014-09-17T11:40:45Z,2014-09-18T00:06:11Z,0.8,0,0,NA,0,NA,NA,4.89,2014-09-17T10:00:00Z,20.84,2014-09-17T22:00:00Z,2.28,2014-09-17T10:00:00Z,20.84,2014-09-17T22:00:00Z,7.45,0.74,1.54,214,15.4,0.16,1016.69
2014-09-18T05:00:00Z,Foggy overnight.,fog,2014-09-18T11:41:50Z,2014-09-19T00:04:22Z,0.83,0,0,NA,0,NA,NA,8.83,2014-09-18T08:00:00Z,18.77,2014-09-18T22:00:00Z,7.51,2014-09-18T12:00:00Z,18.77,2014-09-18T22:00:00Z,9.98,0.86,2.19,90,10.73,0.19,1020.32
2014-09-19T05:00:00Z,Clear throughout the day.,clear-day,2014-09-19T11:42:55Z,2014-09-20T00:02:32Z,0.86,0,0,NA,0,NA,NA,10.24,2014-09-19T05:00:00Z,23.17,2014-09-19T21:00:00Z,10.24,2014-09-19T05:00:00Z,23.17,2014-09-19T21:00:00Z,10.73,0.7,5.35,181,11.96,0.18,1016.82
2014-09-20T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-20T11:44:00Z,2014-09-21T00:00:43Z,0.89,0.1041,1.5265,2014-09-21T04:00:00Z,0.72,rain,NA,17.01,2014-09-21T04:00:00Z,24.47,2014-09-20T21:00:00Z,17.01,2014-09-21T04:00:00Z,24.47,2014-09-20T21:00:00Z,15.91,0.76,4.14,224,15.16,0.22,1008.26
2014-09-21T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-21T11:45:05Z,2014-09-21T23:58:54Z,0.92,0.0025,0.0483,2014-09-21T05:00:00Z,0.04,rain,NA,9,2014-09-22T04:00:00Z,18.11,2014-09-21T21:00:00Z,7.98,2014-09-22T04:00:00Z,18.11,2014-09-21T21:00:00Z,9.35,0.73,4.16,318,15.87,0.22,1013.38
2014-09-22T05:00:00Z,Clear throughout the day.,clear-day,2014-09-22T11:46:10Z,2014-09-22T23:57:04Z,0.95,0,0,NA,0,NA,NA,4.12,2014-09-22T11:00:00Z,20.78,2014-09-22T21:00:00Z,0.77,2014-09-22T12:00:00Z,20.78,2014-09-22T21:00:00Z,6.38,0.71,1.98,275,16.03,0.06,1024.05
2014-09-23T05:00:00Z,Clear throughout the day.,clear-day,2014-09-23T11:47:16Z,2014-09-23T23:55:15Z,0.98,0,0,NA,0,NA,NA,7.33,2014-09-23T12:00:00Z,22.77,2014-09-23T21:00:00Z,5.52,2014-09-23T12:00:00Z,22.77,2014-09-23T21:00:00Z,8.79,0.71,2.26,198,15.37,0.1,1025.33
2014-09-24T05:00:00Z,Clear throughout the day.,clear-day,2014-09-24T11:48:21Z,2014-09-24T23:53:26Z,0.01,0,0,NA,0,NA,NA,9.83,2014-09-24T09:00:00Z,22.04,2014-09-24T20:00:00Z,9.32,2014-09-24T09:00:00Z,22.04,2014-09-24T20:00:00Z,9.95,0.69,2.42,163,15.88,0.07,1025.79
2014-09-25T05:00:00Z,Clear throughout the day.,clear-day,2014-09-25T11:49:27Z,2014-09-25T23:51:37Z,0.04,0,0,NA,0,NA,NA,11.31,2014-09-25T12:00:00Z,24.99,2014-09-25T20:00:00Z,11.31,2014-09-25T12:00:00Z,24.99,2014-09-25T20:00:00Z,10.39,0.67,1.36,126,15.55,0.13,1024.33
2014-09-26T05:00:00Z,Clear throughout the day.,clear-day,2014-09-26T11:50:33Z,2014-09-26T23:49:48Z,0.08,0,0,NA,0,NA,NA,9.12,2014-09-26T12:00:00Z,26.11,2014-09-26T20:00:00Z,7.97,2014-09-26T12:00:00Z,26.11,2014-09-26T20:00:00Z,11.14,0.71,1.98,124,13.29,0.1,1023.89
2014-09-27T05:00:00Z,Clear throughout the day.,clear-day,2014-09-27T11:51:39Z,2014-09-27T23:47:59Z,0.11,0,0,NA,0,NA,NA,11.16,2014-09-27T12:00:00Z,26.94,2014-09-27T21:00:00Z,11.16,2014-09-27T12:00:00Z,26.87,2014-09-27T21:00:00Z,12.33,0.68,1.95,133,14.5,0.1,1023.07
2014-09-28T05:00:00Z,Clear throughout the day.,clear-day,2014-09-28T11:52:46Z,2014-09-28T23:46:11Z,0.14,0,0,NA,0,NA,NA,11.46,2014-09-28T12:00:00Z,27.12,2014-09-28T22:00:00Z,11.46,2014-09-28T12:00:00Z,26.97,2014-09-28T22:00:00Z,12.69,0.72,0.75,126,14.1,0.12,1020.39
2014-09-29T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-29T11:53:52Z,2014-09-29T23:44:23Z,0.18,0.0406,0.828,2014-09-30T00:00:00Z,0.65,rain,NA,10.16,2014-09-30T04:00:00Z,26.69,2014-09-29T18:00:00Z,10.16,2014-09-30T04:00:00Z,26.78,2014-09-29T18:00:00Z,12.26,0.78,1.81,327,13.18,0.2,1016.51
2014-09-30T05:00:00Z,Partly cloudy in the afternoon.,partly-cloudy-day,2014-09-30T11:54:59Z,2014-09-30T23:42:35Z,0.21,0,0,NA,0,NA,NA,6.31,2014-09-30T13:00:00Z,10.26,2014-09-30T22:00:00Z,3.4,2014-09-30T12:00:00Z,10.26,2014-09-30T22:00:00Z,5.46,0.83,3.12,56,15.95,0.36,1018.41
2014-10-01T05:00:00Z,Partly cloudy in the morning.,partly-cloudy-day,2014-10-01T11:56:06Z,2014-10-01T23:40:48Z,0.25,0,0,NA,0,NA,NA,9.39,2014-10-01T09:00:00Z,20.61,2014-10-01T21:00:00Z,7.64,2014-10-01T06:00:00Z,20.61,2014-10-01T21:00:00Z,9.71,0.73,3.82,131,16.03,0.33,1013.91
2014-10-02T05:00:00Z,Rain overnight.,rain,2014-10-02T11:57:14Z,2014-10-02T23:39:01Z,0.29,0.0305,0.1676,2014-10-02T22:00:00Z,0.3,rain,NA,15.64,2014-10-02T11:00:00Z,21.23,2014-10-02T21:00:00Z,15.64,2014-10-02T11:00:00Z,21.23,2014-10-02T21:00:00Z,15.34,0.84,2.47,177,13.94,0.53,1008.05
